rhyme scheme	stanza	filename	stanza number (in file)
ABCA	"En hengt forbryder, en forvirret jøde
skal over verdens ve og vel befale!
Den hjerne må i sannhet være skjør
som kan fordøye den slags dåreføde. —"	2011041408091_23_annotated.txt	20
AABBCC	"Og jødene forarget hørte til
det lærdomsvær som førte folket vill.
Hva jøden vant igjennom livslang strid,
ved gudsfrykt, granskning og ved kløkt og flid,
det ble nå kastet ut med ødsle hender
til rus og rov for hvermanns griske tenner."	2011041408091_23_annotated.txt	21
AABBC	"Og riket for en utvalgt adelsstamme,
utformet innen lovens strenge ramme,
av Gud bevoktet ved bestemte tegn,
lå åpent, uten grenser, uten hegn,
for hvem som helst."	2011041408091_23_annotated.txt	22
AABBCCD	"I sannhet, lenge nok
de hadde tiet til den hele flokk,
og tålt dens larm i synagogens sale.
Nå ingen svakhet lenger fikk forhale
den blinde skares velfortjente dom.
Og snart det rette tidspunkt for dem kom,
og Paulus føle fikk det gamle hat."	2011041408091_23_annotated.txt	23
ABBCDEECD	"Mens hedningskaren lyttet, fro og glad,
til livets store budskap fra hans munn,
så viste jødene i samme stund
imot ham frekt sitt ville raseri.
Hans ord de hånet  høyt de ropte, skrek,
fast som en pøbelsverm fra stadens streder,
forglemmende sin verdighet og heder.
Da syntes hans tålmodighet forbi,
hans sjel var trett av denne grumme lek."	2011041408091_23_annotated.txt	24
AABCCB	"Og harm i hu han midt iblandt dem stod:
«Velan, jeg går. Ti komme deres blod
med dommen over deres eget hode.
Jeg selv er ren. Det rikes gylne kår
som dere ved deres forherdelse forsmår,
skal komme hedningenes ætt tilgode.»"	2011041408091_23_annotated.txt	25
ABCB	"Jorden er full av Guds miskunnhet,
ingen hans godhet kan veie, 
størst dog av alt er Herrens fred,
hjertets det dyresteeie."	2011041408091_23_annotated.txt	26
AAB	"Skjønn var forvisst den midnattsstund
da liflig det lød fra englemunn:
Nå er der fred på orden."	2011041408091_23_annotated.txt	27
ABAB	"Skjønn var den morgen med sol over vang
som fredsfyrstens panne kronet,
da livets herlige seierssang
i dødsrikets skygger tonet."	2011041408091_23_annotated.txt	28
AAB	"Skjønn var dagen, da åndens sus
lylte det lave, fattige hus,
med himmelkraften for støvet."	2011041408091_23_annotated.txt	29
ABAB	"Skjønn er dagen til hvile, til fred,
dagenes dag på jorden,
gaven til alle som syndet og led,
vidt om i syden og norden."	2011041408091_23_annotated.txt	30
AAB	"Liten og stor da kjenner seg trygg,
usleste trell får rette sin rygg
og fange et glimt av Guds himmel."	2011041408091_23_annotated.txt	31
ABAB	"Når hjertene samles i tro og bønn,
når lydt klinger evighetsordet,
da kommer den Herre Krist i lønn
og sitter som gjest ved bordet."	2011041408091_23_annotated.txt	32
AAB	"Da renses og styrkes den plantning skjær
som syknet i verdens vind og vær 
da heles de brustne strenger."	2011041408091_23_annotated.txt	33
ABAC	"Da signes jordlivets ringe kår,
det lysner i støvets egne.
Bak verdens vinter vi øyner en vår
hvis blomstring aldri skal blekne."	2011041408091_23_annotated.txt	34
AB	"Ti takker vi Gud for dagen han gav
dagen til stillhet og hvile."	2011041408091_23_annotated.txt	35
ABAB	"For kristenflokken i Korint var dagen
av Herren signet, såre god og kjær.
Ved nådens bord den benket seg betagen
av rikets glans — og Herren Krist var nær."	2011041408091_23_annotated.txt	36
ABAB	"Vel kimet ingen klokkeklang dem sammen.
og ingen kirkes skjønnhet hegnet dem;
dog brente rundt i kretsen alterflammen,
og høyt og fritt seg hvelvet støvets hjem."	2011041408091_23_annotated.txt	37
AABCBC	"Fra sjel til sjel den nye verden bevet
med evighetens gjenskinn over strevet.
Og satt tilhuse smerten enn og sorgen,
var sjelen trett, var ukens byrde tung,
når solen rant den blide søndagsmorgen,
den sørgende ble glad, den gamle ung."	2011041408091_23_annotated.txt	38
ABBA	"I fredens ord, ved livets seiersbud,
fra krybbens ringhet og fra korsets gåde
fløt legedom for hver en ve og våde,
i åndens liv ble alle ett i Gud."	2011041408091_23_annotated.txt	39
AABB	"Må føyet Paulus under strid og mén
til Herrens tempelbygning sten på sten.
Som kløktig bygningsmann han gav seg tid
og la dets grunnvoll med forstand og flid."	2011041408091_23_annotated.txt	40
ABBA	"Det var ei barneverk. Det falt ei lett.
Av edle stener fant han ikke mange.
For verkets fremtid var han ofte bange,
tidt hånden skalv, og syntes svak og trett."	2011041408091_23_annotated.txt	41
ABAB	"Bekymringer og skuffelser ham røvet
så ofte søvnens ro i nattens stund,
og mangen nidingsdåd i lønn ble øvet
der var som dolkestikk i sjelens grunn."	2011041408091_23_annotated.txt	42
AABCBC	"Men den som vil sin Gud i troskap tjene,
i kampens time aldri står alene.
Når angst og tvil og frykt i sjelen brenner,
er Herren alltid nær med trøst og råd.
Så styrker han sin tjeners trette hender,
ti han s er seiren, ikke mannedåd."	2011041408091_23_annotated.txt	43
ABAB	"I nattens stillhet, når i bønn og klagen
han kjempet med sin Gud om seirens pant,
da lyste natten plutselig som dagen,
for åndens klarhet støvets skranker svant."	2011041408091_23_annotated.txt	44
AABB	"Og klart og stille hørte han Guds røst:
«Hold ut! Bli vedt Du har så stor en høst!
Frykt ikke! Jeg er med deg. Jeg vil gjøre
deg sterk og glad. Og ingen skal deg røre."	2011041408091_23_annotated.txt	45
AABCCB	"Milikke! Tal!! Å tal frimodig, glad,
ti jeg har meget folk i denne stad.
Å for et budskap! Denne trette kriger
med løftet panne grep sitt sverd på ny.
Ei engstet ham de vises våbengny,
og ei hans frenders djevelske intriger."	2011041408091_23_annotated.txt	46
ABAB	"Å, Gud er med meg! Dette ene toner
som seierssang igjennom all hans hu.
Det var ham mer enn hærers legioner,
det var hans lønn for stridens angst og gru."	2011041408091_23_annotated.txt	47
AABCCB	"Hans mål var ett: Den greske ynglings flid
for seirens krans i veddeløpets strid
å vinne  denne strid var også hans.
Men Pauli løp var ikke Istmens bane,
ei øyeblikkets lyst var løpets fane,
ei heller ærens ekeløv hans krans."	2011041408091_23_annotated.txt	48
ABAB	"For korsets under bøyet han sin ånd,
dets dårskap var ham visdoms dype kilde.
Dets gåde var ham lysets klædebon,
hvori han så Guds tanker, klare, milde."	2011041408091_23_annotated.txt	49
ABBA	"Hans ånd var rik. Som harpens stemte strenge
den eiet livets fulle tonehav;
men glad og villig han det ene krav,
det rike livets samspill lot fortrenge."	2011041408091_23_annotated.txt	50
ABACBC	"Og streng for streng på åndens harpe sprang
sørgmodig under kravene og kviden.
Tilsist som torden kun den ene klang,
den ene, Jesus Kristus, korsets drott.
Den ble hans livs musikk, hans hele viden,
til verdens redning under dårers spott."	2011041408091_23_annotated.txt	51
AABCBC	"Hans tale var ei viddets glans og skinn,
ei kunstens glitter, tankens fine spinn.
Hans higen var ei lekkermunnens føde,
ei døgnets lek, ei frasens hule spill.
Hans lykke var sitt blod for andre øde;
hans ord var flammen av hans hjertes ild."	2011041408091_23_annotated.txt	52
ABCB	"En ensom mann — med verden for sin fot
en fattig mann — med ubegrenset eie.
En sorgens mann — som åpnet gledens flod
og tente dagen over støvets veie."	2011041408091_23_annotated.txt	53
TAAA	"NR. 13
De spør hvor Nr. 13 er  vår kjære gamle gård?
Den ligger inni gaten her, hvor nummer «13» står,
og De kan se hvor svær den er, så langt kvartalet når."	2011102708082_24_annotated.txt	0
AAA	"Den største gård i gaten, men det finnes mange fler
i andre gater her i byen, hvis De bare går og ser
skjønt ingen er så mørk og svart som Nr. 13 mer."	2011102708082_24_annotated.txt	1
AAA	"Det finnes mange fler i andre byer her på jord,
det er milevis av gater  der hvor fattigfolket bor
ja De finner Nr. 13 helst i byers øst og nord."	2011102708082_24_annotated.txt	2
AAA	"Det sies tallet 13 er et ondt, uheldig tall,
og gamle Dal i fjerde sier helsen er så skrall
og høyre lungen halv fordi han bor i slikt et tall."	2011102708082_24_annotated.txt	3
AAA	"Han har en gammei vinterfrakk, på den han går tilkøys
og ligger der og banner denne råtne mursteinsrøys.
Men det er bare gammelsnakk, det rene skjære tøys!"	2011102708082_24_annotated.txt	4
AAA	"For da han kom på gamlehjem på landet her i vår,
så ble han syk av lengsel til sin egen muregård,
og han rømte fra sitt fengsel, skjønt han snart er åtti år"	2011102708082_24_annotated.txt	5
AAA	"Naturligvis går noen hen og dør en gang iblandt,
fordi vi mangler mat og sol og luft på denne kant
men det hender jo i andre gårder også, ikke sant?"	2011102708082_24_annotated.txt	6
AAA	"Nr. 13 er vår egen gård, så gammel og så kjær.
Og så skjønn den er om kvelden, når den stiger lys og svær
frem fra mørket med de mange lange vindusraders skjær."	2011102708082_24_annotated.txt	7
AAA	"Og da lever denne gården. Den blir festlig som et slott
når der tendes lys i kjøkken og i kammers og i kott!
For vi ånder opp i glede når vår arbeidsdag er gått."	2011102708082_24_annotated.txt	8
AAA	"Og er det fredags kvelden, kommer Kalsen kanskje full.
Da har han mor't seg kongelig for hele ukens gull
for han tjener gode penger på å sjaue koks og kull."	2011102708082_24_annotated.txt	9
AAA	"Ja, for Kalsen har en ungeflokk og verden er så trist,
og satan skulle hente den som kom til verden sist:
så tynn og bleik og liten, rent et pust i sivet  pist!"	2011102708082_24_annotated.txt	10
AAA	"Skjønt verden den var ganske bra dengang man var tilsjøs
og hadde seg en pikelill i hver en havn  å jøss,
da levet ikke Kalsen av å sjaue møkk og bøss!"	2011102708082_24_annotated.txt	11
AAA	"Og Kalsen tar sin følgesvenn, den sprukne violin,
og spiller opp a sailors song om piker og om vin
og hører ikke ungehvin og hyl og kjerringgrin!"	2011102708082_24_annotated.txt	12
AAA	"Han glemmer jomfru Olsen i etasjen over seg
som alltid holder hus når noen andre er på snei.
Hun står i avholdslosjen og er surøyet og lei."	2011102708082_24_annotated.txt	13
AAA	"Han husker bare alt han så «far hundred years ago»,
det store hav som blånet mot den store himmel blå,
hver gyllen dag, hver månenatt  før alle døgn ble grå."	2011102708082_24_annotated.txt	14
AAA	"Når Kalsen slik har spilt en stund og grått en liten skvett
så tvinges ofte selve jomfru Olsen til retrett,
for det hender jo hun selv ser livet sånn i blått og violett!"	2011102708082_24_annotated.txt	15
AAA	"Men gården ellers bryr seg ikke stort om Kalsens violin,
for så mange kan jo klunke litt gitar og mandolin
og ta en vals på trekkspill ved et glass arbeidervin!"	2011102708082_24_annotated.txt	16
AAA	"Der sisler stekepanner fylt med flesk og småmakrell,
og veggene gir gjenlyd av de sultne ungers sprell
ja gården vår har sangbunn slik en herlig fredags kveld!"	2011102708082_24_annotated.txt	17
AAA	"Og langt på natten lyder Nr. 13's egen sang.
Den er så høy og munter, men den har en underklang
av redsel for den morgendag som ligger alt på sprang."	2011102708082_24_annotated.txt	18
AAA	"Så slukkes vindusradene, og søvnen fanger inn
de barske sinn, de bitre sinn, de trette og de lette sinn.
Og gjennom gatemørket suser nattens tunge vind."	2011102708082_24_annotated.txt	19
AAA	"Men det hviskes jo i porten! Og det knaker i en trapp.
Nå, så er det smukke Olga som skal tjene seg en lapp.
Fabrikkens ukelønning er vel oftest nokså knapp."	2011102708082_24_annotated.txt	20
AAA	"Men ennu våker noen. Det er ganske unge menn,
som bøyet over bøker leter drømmen frem igjen,
slik den engang strålte om en vismanns gylne penn!"	2011102708082_24_annotated.txt	21
AAA	"Denne drøm som natten avler og som dagen slår ihjel
om Atlantis, Utopia — om en bedre lodd og del
enn et liv, hvor andre eier selv ens hjerte og ens sjel."	2011102708082_24_annotated.txt	22
AAA	"Og det raser i de unges bitre hjerte: Våk og lær,
at du klart og nært og koldt igjennom drømmens gylne skjær
ser veien til et land, hvor Nr. 13 ikke er!"	2011102708082_24_annotated.txt	23
TABCDEFGBI	"DEN MENNESKELIGE NATUR
og ingen var trette som vi.
Hvorfor min offisers-bror,
går du med slik tilfredshet,
overbærende, kjølig
som om du hadde en viden
om noe som alltid vil seire
og noe som alltid vil tape,
tilbake til ditt kontor?
Tingvellir, september 1942."	2013012806125_2_annotated.txt	0
ABAC	"En Gud og alles fader
er hjordens og dens hyrders rop,
ett livets vell oss alle bader,
og ett er våre sjeles håp."	2009013000065_17_annotated.txt	0
ABAB	"En røst fra sanndru munner,
én ånd i alles røst,
én fred i sjelens grunner
én tro med evig trøst!"	2009013000065_17_annotated.txt	1
ABABI	"én kjærlighet, én lengsel,
én kamp for palmen hist
én utgang av all trengsel,
ett liv i Jesus Krist!
(L. 582.)"	2009013000065_17_annotated.txt	2
TABBA	"FRA MONTE PINCIO!
Aftenen kommer, solen står rød,
farvende stråler i rommet henskylle
lyslengslens glans i uendelig fylle;
fjellet forklares som åsyn i død."	2006081000055_10_annotated.txt	0
AABB	"Kuplene gløder, men lengere borte
tåken langs markenes blålige sorte
vugger oppover som glemselen før:
over hin dal dekker tusen års slør."	2006081000055_10_annotated.txt	1
AABB	"Aft'nen, hvor rød og varm!
blusser av folkelarm.
glødende hornmusikk,
blomster og brune blikk."	2006081000055_10_annotated.txt	2
AABCCB	"Fortidens store står rundtom, knapt kjente
bundne i marmor og vente!
Vesper det ringer, i rødmende luft
tonenes offerdamp tåker og spredes,
kirkenes hellige halvmørke bredes,
aftenbønn bever i ord og i duft."	2006081000055_10_annotated.txt	3
AABB	"Ildbeltet over Sabinerne spennes,
bluss på Kampagnen av hyrdene tennes,
Roma med lampene frembryter matt,
likesom sagn av historiens natt."	2006081000055_10_annotated.txt	4
AABBCC	"Gjennom den unge kveld
hopper en saltarell';
svermere knaller til
latter og morraspill,
tankene streber i farver og toner
trofast mot det som forsoner."	2006081000055_10_annotated.txt	5
ABBA	"Lyset har tapt i sin lydløse kamp,
himmelen hvelver de dunkelblå buer,
dypt fra dens evighet stjernene luer,
jordmassen synker i tåke og damp."	2006081000055_10_annotated.txt	6
AABB	"Øynene flykter fra mørket mot staden,
møter et liktog med fakler i gaten;
natten det søker, men lysenes flag
vifter dog håp fra den evige dag. "	2006081000055_10_annotated.txt	7
AABBCC	"Muntert en mandolin
lyder til dans og vin,
munkesang, gatelek
døves av tappenstrek,
gjennom det drømmende livsårens banken
glimter med daglys i tanken."	2006081000055_10_annotated.txt	8
ABBA	"Stille det bliver, enn dunklere blå
himmelen våker og venter;  oppunder
fortid som drømmer, og fremtid som stunder,
usikre bluss i det rugende grå!"	2006081000055_10_annotated.txt	9
AABB	"Men de vil samle seg! Roma fremstige
lystent en natt for Italias rike;
klokkene kime, kanonene slå,
minnene flamme på fremtidens blå!"	2006081000055_10_annotated.txt	10
AABBCC	"Yndig om håp og tro
opp mot nygifte to,
jubler en sanger til
sitar og fløytespill.
Sterkere lengsler får barnesøt hvile;
mindre tør våkne og smile."	2006081000055_10_annotated.txt	11
TIAABB	"FEDRELANDSSANG
(1859.)
Der ligger et land mot den evige sne,
i revnene kun er der vårliv å se.
Men havet går til med historiedønn,
og elsket er landet som mor av sønn."	2006081000055_6_annotated.txt	0
AABB	"Hun tok oss i fanget den gang vi var små,
og gav oss sin saga med billeder på.
Vi leste så øyet ble stort og vått;
da smilte den gamle og nikket blott."	2006081000055_6_annotated.txt	1
ABCC	"Vi sprang ned til fjorden, vi stirrede mot
den askegrå bauta, hvor gammel den stod;
hun stod der enn eldre, sa ingenting;
men stensatte hauger lå rundt i ring."	2006081000055_6_annotated.txt	2
AABB	"Hun tok oss ved hånden og følge hun gav,
bort derfra til kirken så stille og lav,
hvor fedrene ydmykt har bøyet kne,
og mildt hun sa: gjør dere som det!"	2006081000055_6_annotated.txt	3
AABB	"Hun strødde sin sne over fjellbratte li,
bød så sine gutter å stå den på ski.
Hun knuste med stormhånd det nordhavs speil,
bød så sine gutter å heise seil."	2006081000055_6_annotated.txt	4
AABB	"Hun satte de vakreste jenter i rad
å følge vår idrett med smil og med kvad,
og selv satt hun høyt i sin sagastol
med måneskinnskåpen opp under pol."	2006081000055_6_annotated.txt	5
AABB	"Da lød der et fremad! et fremad ennu
på fedrenemål og med fedrenehu,
for frihet, for norskhet, for Norge, hurra!
Og fjellene selv roper langt hurra."	2006081000055_6_annotated.txt	6
AABB	"Da løsnet begeistringens rullende fonn,
da døptes vi av hennes mektige ånd,
da stod over fjellet et syn i glød,
som siden oss maner inntil vår død."	2006081000055_6_annotated.txt	7
TAABB	"FÅRET
Ser dere disse får og lam
høyt på skjærets svarte kam?
Rastløst går de rundt og nubber
av de magre strå og stubber."	2014102306006_26_annotated.txt	0
AABBCC	"Midt i skrik og fuglekiv
lever de sitt stumme liv.
Bergets funker, sjøens ilder
brenner i de små pupiller
skyens skygge, solens gull
veksler på den hvite ull."	2014102306006_26_annotated.txt	1
AABB	"Av og til de går og lytter,
mens de stadig kloven flytter,
hører kanskje vindens snøft
i en fuktig klippekløft!"	2014102306006_26_annotated.txt	2
AABB	"Mens de herjer skjærets sommer
visner gress og skjøre blommer;
lyngen falmer skittenbrun
full av fugleskarn og dun."	2014102306006_26_annotated.txt	3
AABB	"Sjøene får andre farver
og en kveldstund kommer skarver
bud om høst og annen vind!
Måkeskaren svinner inn"	2014102306006_26_annotated.txt	4
TABABCDDC	"HYRDEN
På Betlehems marker i Juda land,
blandt duftende blomsterklynger,
hvor palmene skygger for solens brann
og kjølige kilder synger,
hvor velstand og fred er den flittiges lønn,
der ferdes fornøyet
med Iykken i øyet
den unge Isais sønn."	2011041408047_16_annotated.txt	0
ABAB	"Mens luften er sval i dagens gry
og duggen i solen skinner,
han driver sin hjord fra hegnets ly,
det frodigste gress han finner."	2011041408047_16_annotated.txt	1
ABBA	"Og fårene følger sin hyrde kun ham,
hans eneste venner,
og gjerne på hender
han bærer det minste lam."	2011041408047_16_annotated.txt	2
ABAB	"Mens hjorden gresser på blomstrende eng,
han trygt den for farer freder.
Han blåser sin fløyte, han rører sin streng
og synger de lifligste kveder."	2011041408047_16_annotated.txt	3
ABBA	"Hans verden er liten, men ren og skjønn —
ei mer han begjærer,
ei lengsler ham tærer
han savner ei ærens lønn."	2011041408047_16_annotated.txt	4
ABAB	"Slik var det, men slik er det ei mer,
hans hjerte så underlig banker.
Tidt står han på haugen og ser og ser
og fylles av selsomme tanker."	2011041408047_16_annotated.txt	5
ABBA	"Der ute fra lokker et dårende brus 
alt, alt har forandret
seg, siden han vandret
som sanger i kongens hus."	2011041408047_16_annotated.txt	6
ABAB	"Ham dåret såvisst ikke purpurets prakt,
ei herskerens gunst og nåde.
Den lidende konges brutte makt
var ynglingen fast en gåde."	2011041408047_16_annotated.txt	7
ABBA	"Hva var det som drog ham, som fanget hans sinn?
Hva var dog de ømme
besnærende drømme
som spant ham så fast i sitt spinn?"	2011041408047_16_annotated.txt	8
ABAB	"Når strengene sitret i lengsel og savn
og hvisket så lydt gjennom løvet,
da bevet i tonenes sukk et navn —
det hadde hans sjelero røvet."	2011041408047_16_annotated.txt	9
ABBA	"Han følte det nok: den ildnende drikk
som lengslene næret,
som tente og tæret,
var Michols glødende blikk."	2011041408047_16_annotated.txt	10
ABAB	"Det selsomme kom, uten tid, uten ord
det strømmet i hjertenes tale,
det rislet som vårregn i rosenes flor,
og vokste som elven i dale."	2011041408047_16_annotated.txt	11
ABBA	"Og ingen gav akt på ringhet, på rang
sin vårdrøm de pleiet,
sin lykke de eiet,
og lukket den fast i fang."	2011041408047_16_annotated.txt	12
ABAB	"Men hyrden ble taus  og rastløs og var,
han ferdedes rundt i hjemmet.
Tidt tyktes hans gamle følsomme far
at sønnen var sky og fremmed."	2011041408047_16_annotated.txt	13
ABBA	"Han tenkte med beven på fremtidens vei
Hvor meget den unge
forstod av det tunge
som ventet ham, visste han ei."	2011041408047_16_annotated.txt	14
ABAB	"Så lyder en dag det gamle signal
som varsler om krigens farer.
I Juda det ryktes, at Refaims dal
er fylt av filisternes skarer."	2011041408047_16_annotated.txt	15
ABBA	"Og Isais sønner, de eldste tre,
til slagmarken følger —
Den gamle ei dølger
det volder hans hjerte ve."	2011041408047_16_annotated.txt	16
ABAB	"Man venter i spenning dag for dag,
men ingen har seir å melde.
Tross hærens larm der leveres ei slag,
og ingen den annen kan felle."	2011041408047_16_annotated.txt	17
ABBA	"Filisternes horder er sikre på seir,
mens styrken som tvinger
de jernklædde bringer,
er ringe i Israels leir."	2011041408047_16_annotated.txt	18
ABABCCD	"Og David går hjemme i Betlehems by
og grubler og drømmer og lenges.
Han lytter som andre til ryktenes gny,
det er som hans bryst må sprenges.
men inni ham hvisker
det røster som frisker
hans mot og driver til dåd."	2011041408047_16_annotated.txt	19
ABAB	"Se,  er det? Mens han ennå taler 
deles bratt den mørke tordensky,
og igjennom strålende portaler
løftes seeren i stormens gny."	2011042608056_14_annotated.txt	0
ABCCB	"Blek og redselsslagen står Elisa 
har han sett sin venn for siste gang? 
Høyt han roper, akk, men ingen svarer,
ropet dør, mens tordenens fanfarer
synger Ildprofetens avskjedssang."	2011042608056_14_annotated.txt	1
ABCB	"Elisa står alene.
— Den kjære mesters navn
hvisker han ømt og stille,
og føler sitt tunge savn."	2011042608056_14_annotated.txt	2
ABCB	"Og dog — hva ingen annen
på jord fikk lov å se,
for ham er åpenbaret,
det lindrer savnets ve."	2011042608056_14_annotated.txt	3
ABCB	"Så har han og fra vennen
en herlig arv i hånd:
han har den hellige kappe
som pantet på hans ånd."	2011042608056_14_annotated.txt	4
ABCB	"Fra skyens gylne riker
den dalte stille ned,
et avskjedsord fra oven,
et bud om kraft og fred."	2011042608056_14_annotated.txt	5
ABCB	"På Abel-Meholas marker,
da han bak plogen gikk,
ved Ildprofetens kappe
en flyktig dåp han fikk."	2011042608056_14_annotated.txt	6
ABCB	"Nå er hans kall befestet 
så fast og trygt han tror;
ti skrider han trøstig fremad 
i den store gudsmanns spor."	2011042608056_14_annotated.txt	7
ABCB	"Nå vet han Gud vil føre
til seir sitt frelserverk;
den minste som den største
ved Herrens arm er sterk."	2011042608056_14_annotated.txt	8
ABCB	"Han skaper sol og stjerner,
han kjenner krypets kår.
For alt som lever og lider
hans store hjerte slår."	2011042608056_14_annotated.txt	9
ABCB	"For glansen av hans åsyn
må blekne klarest sol,
én gang hvert kne må bøyes
for Herrens kongestol."	2011042608056_14_annotated.txt	10
ABCB	"Hans råd ei støv kan fatte,
hans veier ingen vet.
Til sist dog alt som lever,
må se hans herlighet."	2011042608056_14_annotated.txt	11
ABAB	"Du, den høyeste blandt høye,
Du, den viseste blandt vise,
kun for deg jeg kne vil bøye,
ene deg min sang skal prise"	2011042608056_14_annotated.txt	12
TAABBBBCC	"ARBEIDERMARSJ
Takt, takt, pass på takten,
den er mer enn halve makten.
Den gjør én av mange, mange,
den gjør modig små og bange,
den gjør lett det lengste lange,
den gjør målet tyve gange
til så muntert og så sikkert
som vi hadde det i kikkert."	2006081000055_45_annotated.txt	0
AABBCDCD	"Takt, takt, pass på takten,
den er mer enn halve makten.
Får vi takt i noen hundre,
enda ingen det vil undre;
får vi takt i noen tusen,
en og annen låner øre;
får vi takt i hundre tusen,
jo, den brusen vil de høre."	2006081000055_45_annotated.txt	1
AABBCCDD	"Takt, takt, pass på takten,
den er mer enn halve makten.
Kom vi alle først i slik en
takt fra Vardø og til Viken,
Vinger opp til Bergenstrakten,
kom vi alle opp i takten,
da ble rett på et og annet
som er rangt ennu i landet."	2006081000055_45_annotated.txt	2
AABB	"«Satan vik! Du ei meg feller;
det er slektens liv det gjelder.»
Peter, ennu kan du ei
sanse Herrens skjulte vei."	2011042608056_30_annotated.txt	0
AABB	"Den som ei sitt liv vil miste,
livets tap må evig friste.
Den som villig livet gir
dødens bytte aldri blir."	2011042608056_30_annotated.txt	1
AABB	"Ti hvis noen vil formene
kornets død, da blir det ene;
men i Jordens mørke lukt
bær det rik og herlig frukt."	2011042608056_30_annotated.txt	2
AABB	"Jeg må dø.. Hvis. der jeg viker,
jeg mitt kall fra himlen sviker.
Uten dødens skarpe sonde
leges ikke slektens vånde."	2011042608056_30_annotated.txt	3
ABBA	"Hva den brøt, må atter bøtes;
krenket lov med rettens never
skånselløst sitt offer krever,
ellers måtte alt omstøtes."	2011042608056_30_annotated.txt	4
AABBCDDC	"Derfor, om enn dødens gru
engster meg i sinn og hu,
og enskjønt meg ingen tvinger,
jeg mitt liv som offer bringer,
Så blir verdens synder sonet,
Satans makt for evig brutt,
dødens velde sønderskutt
og rettferdigheten kronet."	2011042608056_30_annotated.txt	5
AABB	"Dog ei dødens gap, det kolde,
skyldfritt offer kan beholde.
Frem jeg går i solgylt gry
ut av grav til liv på ny;"	2011042608056_30_annotated.txt	6
AABB	"går så dit hvorfra jeg kom,
hjem til himlens helligdom.
Og tilsist som verdens dommer
i min herlighet jeg kommer."	2011042608056_30_annotated.txt	7
AAB	"Den som følger meg på jord,
benkes da ved rikets bord;
uten skånsel dommen rammer."	2011042608056_30_annotated.txt	8
ABCA	"Sådan han med hellig iver
for de bevende disipler
åpnet disse store syners
endeløse perspektiver."	2011042608056_30_annotated.txt	9
AABCCBDE	"Ord de fra hans lepper hørte,
deres livsenssaga førte
inn i andre, større spor.
Og skjønt det er dødens baner,
livets vei de dunkelt aner,
freidig dog, ti ham de tror.
Og om tanken kun ser gåter,
dagen dog i hjertet råder."	2011042608056_30_annotated.txt	10
TAAABCCB	"KVELD
Desemberkveld.
Grått i min gate. Grått i meg selv.
Faen til stell!
Der finnes da syngende byer på jord
med gater i varme og farver og lys,
som ligger og stråler: Velkommen tilbys!
Og så skal jeg bli her langt oppe i nord!"	2011102708082_79_annotated.txt	0
ABAB	"Der sniker en het melodi
hitut fra en skummel kafe.
En kvinne glir langsomt forbi.
Et blikk og et smil. Kan jeg se?"	2011102708082_79_annotated.txt	1
AABBA	"Åja, jeg kan se og forstå:
hun koster et glass og litt fest.
Men det er en drøm i det blå
for én som er herjet og grå,
og det skjønner hun kanskje best."	2011102708082_79_annotated.txt	2
AABCCB	"Jeg møter en gamling i filler,
som engang var vidtberømt spiller
på lire i gårdene her.
Han stanser og ber meg å gi
ham noe til nattelosji
i huset til Frelserens hær."	2011102708082_79_annotated.txt	3
AABCBC	"For brisken til frelsesarméen
er alltids litt bedre enn sneen!
Han hilser meg dypt, da han får
og kaller meg: høyedle herre!
og synger en marsj der han går. 
Alltid har noen det verre."	2011102708082_79_annotated.txt	4
TABAB	"DET FØRSTE BARN
De står og ser på det første barn,
og begge er tause og sky.
Den lille kaver i blondenes garn
og stirrer med øyne som bly."	2014102306006_103_annotated.txt	0
ABA	"sitt hår og sitt magre kinn
Ude fra sommeren fyker en klegg
som skudt gjennom vinduet inn."	2014102306006_103_annotated.txt	1
ABAB	"Og havet bruker sitt strålespeil
mot rutenes gamle glass,
mens vinden fyller gardinets seil
med sjølukt og blomsterflass."	2014102306006_103_annotated.txt	2
ABAB	"Du barn som atter har sovnet søtt,
mens munnen gjør diekryst,
visste du dog hvortil du ble født,
så slapp du visst livets bryst!"	2014102306006_103_annotated.txt	3
AB	"Din moders brennende ømhedstørst
skal du møte med ord av is;"	2014102306006_103_annotated.txt	4
ABAC	"Bittesmå lyde så fulle av fred
og fulle av mening som skrift og postiller
Endelig fatter jeg hvorfor de stred
og hvorfor de gikk her så tause og milde."	2014102306006_103_annotated.txt	5
ABAB	"Bittesmå mennesker forsont med sin lodd,
forlikt med sin gud og fortrolig med døden,
hjulpet av småting på vei var de nådd
like til randen av evighetsrøden."	2014102306006_103_annotated.txt	6
ABAB	"Minnes jeg stranden så ligger den nå
fjernt som en sky under solnedgangsbrynet,
kantet med gull, og der vinker meg du,
fedrenes gud som ga slektene synet!"	2014102306006_103_annotated.txt	7
ABAB	"Du vesle runde og glatte sten,
hvor kan du være slik åpenbaring,
så tet og gylden, så fast og ren,
en uttømt mening, en full forklaring!"	2014102306006_103_annotated.txt	8
ABAB	"Med deg har kreftene fått sin vilje,
skjønt du var hard som en diamant.
Jeg gikk og så etter drømmens lilje,
så var det deg jeg i stranden fant!"	2014102306006_103_annotated.txt	9
